System,State,Headline,Sentiment_1,Sentiment_2,Sentiment_2 Numerical,Metadata
Aquaculture,New South Wales,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,,Neutral,2,M property splashes onto marketTownsville Bulletin15 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,,Neutral,2,NACommercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,,Neutral,2,The Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,,Negative,1,Sydney Morning Herald26 Julybookmark_bordersharemore_vert
Aquaculture,Victoria,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,,Negative,1,Area News17 June 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,,Negative,1,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,Huon Aquaculture talks down prospects of moving salmon farming entirely onshore in Tasmania,,Neutral,2,WAtodaybookmark_bordersharemore_vert
Aquaculture,Queensland,"Huon Aquaculture's revenue grew, but the salmon grower still took a hit due to COVID-19",,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,Huon pulls plug on controversial Port Stephens kingfish farm,,Negative,1,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,Huon pulls plug on controversial Port Stephens kingfish farm,,Negative,1,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,ICES publishes first aquaculture report,,Neutral,2,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,Queensland,Iconic Queensland fish and shellfish farm offered for sale,,Neutral,2,The Guardianbookmark_bordersharemore_vert
Aquaculture,Western Australia,Immerse yourself in the great outdoors,,NA,0,Goulburn Postbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,In photos: Land-based aquaculture promises more sustainable seafood,,Positive,3,NATassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,"In the wake of major merger, Nireus earns â€œFish from Greeceâ€ certification",,NA,0,The Advertiser19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Initiative launched to develop Lake Victoria's aquaculture sector,,Neutral,2,NAPrimary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Inland fish farming at Murray Cod Farm in New South Wales,,Neutral,2,Sydney Morning Herald27 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,Inland fish farming at Murray Cod Farm in New South Wales,,Neutral,2,Fishing World29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,Innovative Aquaculture Hub - Bribie Island,,Neutral,2,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Japan aims to boost aquaculture exports amid lagging production, declining domestic consumption",,Neutral,2,Illawarra Mercury9 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Japan targets yellowtail exports boost as competition increases abroad,,NA,0,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,South Australia,JBS' $425 MIllion Acquisition of Huon Aquaculture â€“ Global Legal Chronicle,,Neutral,2,Foodprocessingbookmark_bordersharemore_vert
Aquaculture,Tasmania,JBS boss promises no job losses if the meat processor takes over Huon Aquaculture,,Negative,1,Central Coast Community News18 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,JBS counters Twiggy's animal welfare attack,,NA,0,Port Stephens Examiner17 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,South Australia,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,Victoria,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,ABC News21 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,Mirage News19 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",,Negative,1,Fishing World26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,SeafoodSourcebookmark_bordersharemore_vert
Aquaculture,Queensland,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,South Australia,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,ABC News21 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,,Positive,3,NAYumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,Jobs of the future: The changing face of our next farmers,,Neutral,2,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,Jobs of the future: The changing face of our next farmers,,NA,0,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,New South Wales,Jobs of the future: The changing face of our next farmers,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Journo shines spotlight on â€˜secretiveâ€™ industry,,NA,0,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Queensland,Katters propose Qld seafood label laws,,NA,0,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Katters propose Qld seafood label laws,,NA,0,The Weekly Timesbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Katters propose Qld seafood label laws,,NA,0,Courier Mail16 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,Keeping males in fridge â€“ future of Aquaculture,,Neutral,2,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Northern Territory,Keeping males in fridge â€“ future of Aquaculture,,Neutral,2,Irish Farmers Journal26 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,Keeping males in fridge â€“ future of Aquaculture,,Neutral,2,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Kelly: Aquaculture safe, sustainable way to boost U.",,Positive,3,Central Western Daily7 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,Kevin Mason's backyard becomes battleground for Aboriginal fishing rights,,NA,0,Media Statements5 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,Kevin Mason's backyard becomes battleground for Aboriginal fishing rights,,NA,0,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,KI aquaculture expansion back on after timber port rejection,,Neutral,2,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,KI aquaculture expansion back on after timber port rejection,,Neutral,2,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,"La Nina brings unfavourable weather for oyster growers, some fear they won't meet high Christmas demand",,Neutral,2,The Fish Site15 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,"La Nina brings unfavourable weather for oyster growers, some fear they won't meet high Christmas demand",,Neutral,2,The Guardian Australia4 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Land clearing changes slash approval times by months,,NA,0,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Landing salmon: can Tasmania clean up the industry by bringing it onshore?,,Neutral,2,Goulburn Post27 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Liberia: Africa Rice Ends First-Ever Integrated Rice-Fish Farming Training in South-East Liberia,,Negative,1,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Linking agriculture with fish farming can help feed the world. Hereâ€™s how,,Positive,3,Foodprocessing12 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,"Lockyer Valley farmers introduce aquaculture and ""pasture raised"" poultry",,Neutral,2,ABC News1 July 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Loss-making Huon is potential takeover target â€“ Fish Farmer Magazine,,NA,0,The Guardian Australia19 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Mackay Whitsunday schools get $1.5m worth of upgrades,,NA,0,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Mackay-Whitsunday aquaculture projects to net up to 1000 jobs,,Positive,3,Fish Farmer Magazine16 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,Macquarie Harbour recovers from rapid salmon expansion as EPA considers future sustainability,,Negative,1,The Fish Site2 July 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,Macquarie Harbour recovers from rapid salmon expansion as EPA considers future sustainability,,Negative,1,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,Major defence for WA biosecurity,,NA,0,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,Western Australia,Mandurah fine issued over illegal shellfish,,NA,0,Mirage News22 hours agobookmark_bordersharemore_vert
Aquaculture,Queensland,Mangrove aquaculture to be supported by state-of-the-art environmental monitoring,,Neutral,2,The Mandarin25 Julybookmark_bordersharemore_vert
Aquaculture,Western Australia,Margaret River wineries celebrate their stunning surrounds,,NA,0,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,Marine Aquaculture Research Bill out for public comment,,Neutral,2,The Guardian22 June 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Marine Aquaculture Research Bill out for public comment,,Neutral,2,The Fish Site5 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,MBD purchase and expand prawn and seaweed facility,,Neutral,2,ABC News18 Jan 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Meat Giant JBS to Enter Fish Market With $314 Million Huon Deal,,NA,0,The Mandarin3 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Agrifood and beverage vouchers backing regional businesses,,NA,0,FOOD Magazine - Australia10 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,"Media statements - Albany Aquaculture Zone to boost investment, growth and jobs",,Positive,3,NEWS.com.au18 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Community support to stop new exotic pest,,NA,0,News - The University of Sydney30 June 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Consultation underway on new marine park for the south coast,,NA,0,The Guardianbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - Don't send unwanted pests in the mail this Christmas,,NA,0,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - New chair appointed to Mid West Development Commission,,NA,0,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - New research facilities to support jobs and grow aquaculture industry,,Neutral,2,FishSite.combookmark_bordersharemore_vert
Aquaculture,Western Australia,Media statements - WA's commercial fishing industry honours its champions,,NA,0,South Coast Register28 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,Methane-busting seaweed industry begins growing in South Australia,,Positive,3,Sydney Morning Herald22 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,Milking it: Behind Twiggyâ€™s surprise bet on Aussie favourites,,NA,0,The Mercury27 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,Mining company TNG scraps Darwin Harbour discharge plan after Paspaley pressure,,NA,0,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,Minister gives recreational fishers a hand releasing future catches,,NA,0,SmartCompany.com.aubookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Minister of Fisheries, Oceans and the Canadian Coast Guard Mandate Letter",,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,Minister refuses to shed light on why two experts quit Tasmanian fish farm advisory panel,,Negative,1,Australian Hospitality Magazine19 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Monsoon Aquatics wins Australian Exporter of the Year Award,,NA,0,The Guardian27 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,More flatties stocked on the NSW South Coast,,NA,0,RenewEconomy20 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,More flatties stocked on the NSW South Coast,,NA,0,Courier Mail14 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Most Canadian aquaculture fisheries meet new U.,,Neutral,2,NEWS.com.au2 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Most Canadians support ocean-based salmon farming, aquaculture",,Positive,3,Fishing World18 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,Most NT public servants vaccinated as deadline for staff to be stood down looms,,NA,0,ABC News24 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,MOU to support aquaculture further offshore,,Positive,3,"NAAquaculture boom at our fingertips: study | Bay Post-Moruya Examiner | Batemans Bay, NSWBay Post/Moruya Examiner7 Decbookmark_bordersharemore_vert"
Aquaculture,Queensland,Mount Morgan Regional Community Forum tomorrow - Ministerial Media Statements,,NA,0,Area News5 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Mowi fined NOK 800000 over breach of ISA rules â€“ Fish Farmer Magazine,,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Mowi Ireland gets go-ahead for Irish farming license, over NGO objections",,Neutral,2,ABC News17 June 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Mowi praised, Cooke lambasted in seafood sustainability rankings",,Neutral,2,Mirage News11 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,Murray cod farmer raises $30 million,,Neutral,2,"Minister for Industry, Science25 Augbookmark_bordersharemore_vert"
Aquaculture,New South Wales,Murray cod farmer raises $30 million,,Neutral,2,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,National sustainable seafood recognition for Fairy Meadow business Harley & Johns,,NA,0,ABC News15 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,National sustainable seafood recognition for Fairy Meadow business Harley & Johns,,NA,0,Fishing World7 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,Navigator a boost to sea training and jobs,,NA,0,M property splashes onto marketTownsville Bulletin15 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,New $2.5m aquaculture facility planned for Rockhampton school,,Neutral,2,NACommercial fishermen no more profitable after controversial fishing reforms in NSWABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,New $2.5m aquaculture facility planned for Rockhampton school,,Neutral,2,The Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,New South Wales,New $2.5m aquaculture facility planned for Rockhampton school,,Neutral,2,Sydney Morning Herald26 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,New $2.5m aquaculture facility planned for Rockhampton school,,Neutral,2,Area News17 June 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,New $4.6m tree project will see Tiwi revenue soar,,NA,0,Townsville Bulletin12 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,New abalone restrictions to protect South Australian industry,,Positive,3,WAtodaybookmark_bordersharemore_vert
Aquaculture,South Australia,New abalone restrictions to protect South Australian industry,,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,New abalone restrictions to protect South Australian industry,,Positive,3,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,New abalone restrictions to protect South Australian industry,,Positive,3,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,New abalone restrictions to protect South Australian industry,,Positive,3,The Australian Financial Reviewbookmark_bordersharemore_vert
Aquaculture,Western Australia,New DPIRD challenge for frost researcher,,NA,0,The Guardianbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,New Fisheries Act is being drafted to regulate sector - Hawa Koomson,,Neutral,2,Goulburn Postbookmark_bordersharemore_vert
Aquaculture,Northern Territory,New Huon chief reveals future of business,,NA,0,NATassal to sell 6000ha of land as prawn sales grow by 786%Courier Mail19 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,New Huon chief reveals future of business,,NA,0,The Advertiser19 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,New leaders at Harvest Road,,NA,0,NAPrimary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,New NT trepang farm targets world markets,,Positive,3,Sydney Morning Herald27 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,New prawn feed trial offers sustainable alternative,,Positive,3,Fishing World29 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,New reef regulations coming in June,,NA,0,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Western Australia,New research suggests that human food waste could be a sustainable source of aquafeed,,Neutral,2,Illawarra Mercury9 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,"New salmon, prawn products making waves in Australia, including latest Huon range",,Positive,3,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,New South Wales,"New salmon, prawn products making waves in Australia, including latest Huon range",,Positive,3,Foodprocessingbookmark_bordersharemore_vert
Aquaculture,Western Australia,New study reveals history of Aboriginal trade with foreign visitors before British settlement,,NA,0,Central Coast Community News18 June 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,New Tasmanian Seafood Processor Grant Scheme,,Neutral,2,Port Stephens Examiner17 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,New taste to fish farming in Australia,,Positive,3,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,NgÄi Tahu now has scope for aquaculture farming in Murihiku,,Neutral,2,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,Northern Territory,"Nicole Manison: The NT's new Minister for Agribusiness, Aquaculture, Mining, Industry, Trade and more",,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Nine contenders in the running for $100000 F3 Challenge prize,,NA,0,ABC News21 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,NLC defends new registration process for anglers in NT waters,,NA,0,Mirage News19 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,NOAA identifies prime places for aquaculture,,Neutral,2,Fishing World26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Nominate now for Yumbah Aquaculture Kangaroo Island employment awards,,NA,0,SeafoodSourcebookmark_bordersharemore_vert
Aquaculture,Northern Territory,Northern Australia Food Futures Conference 2021,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Northern Territory Seafood Council welcomes north Australia aquaculture report,,Positive,3,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Western Australia,"Northwest Aquaculture Alliance Adds Alaska Seafood Industry Veteran, Jeff Hetrick, to its Board of Directors",,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Queensland,Not just for sushi: The push to farm seaweed off Queensland,,Positive,3,ABC News21 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,NQ freshwater aquaculture opportunity,,Positive,3,NAYumbah Aquaculture's $60m Portland abalone farm proposal rejected by VCATABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,NQ freshwater aquaculture opportunity,,Positive,3,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,NSW authorities slap more penalties on non-compliant fishing,,NA,0,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,New South Wales,NSW authorities slap more penalties on non-compliant fishing,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,NSW DPI and Huon Aquaculture plan to breathe new life into defunct Pisces fish farm off Port Stephens,,Positive,3,News - The University of Sydneybookmark_bordersharemore_vert
Aquaculture,New South Wales,NSW DPI and Huon Aquaculture plan to breathe new life into defunct Pisces fish farm off Port Stephens,,Positive,3,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,NT set to double nation's prawn production,,Neutral,2,The Weekly Timesbookmark_bordersharemore_vert
Aquaculture,Northern Territory,NT set to double nation's prawn production7,,Neutral,2,The Mandarin25 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,NT water sustainability research to guide federal planning,,NA,0,NT News10 days agobookmark_bordersharemore_vert
Aquaculture,South Australia,"Obituary - William L. Shelton, 1939-2021 - World Aquaculture Societywas.org16 Decbookmark_bordersharemore_vert",,NA,0,NEWS.com.au26 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,"Off shore salmon farming has potential, says Senator Peter Whish-Wilson",,Positive,3,The Fish Site30 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Offshore aquaculture legislation reaches US Senate,,Neutral,2,The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,Offshore marine aquaculture research a step closer,,Positive,3,ABC News26 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Offshore marine aquaculture research a step closer,,Positive,3,Katherine Times30 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Opinion : America has an opportunity in aquaculture. Congress needs to act.,,Positive,3,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,"Opinion: Aquaculture is a safe, sustainable complement to the U.",,Positive,3,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Opinion: Aquaculture still in its infant stages 18 years later,,Negative,1,The Mandarin20 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,Ottawa making waves with plans for an aquaculture act,,Neutral,2,The Mercury12 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,"Oyster farming milestone for remote Aboriginal community, as 80,000 baby oysters touch down",,Positive,3,The Australian3 days agobookmark_bordersharemore_vert
Aquaculture,Western Australia,Oyster Harbour seasonal closure set to continue after wastewater leak,,Negative,1,The Mandarin16 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,Pacific Reef Fisheries Guthalungra prawn farm progresses,,Positive,3,Katherine Times7 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Pacific workers fly into Darwin for mango season,,NA,0,The Fish Site25 June 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,Peace in salmon war lies on the land,,Neutral,2,The Fish Site17 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Peace in salmon war lies on the land,,Neutral,2,The Mercury19 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Peak body launched for seaweed industry,,Neutral,2,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,Peeling back the layers of food and beverage producers in the region,,NA,0,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,Plan for deep-water fish pens off Tasmania7,,Neutral,2,NT News1 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Plan for deep-water fish pens off Tasmania7,,Neutral,2,The Mercury6 AugOpinionbookmark_bordersharemore_vert
Aquaculture,South Australia,Plan for deep-water fish pens off Tasmania7,,Neutral,2,ABC News20 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,Plan for deep-water fish pens off Tasmania7,,Neutral,2,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,Plan for deep-water fish pens off Tasmania7,,Neutral,2,The Mercury20 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,Plan for deep-water fish pens off Tasmania7,,Neutral,2,ABC News7 July 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Plan for deep-water fish pens off Tasmania7,,Neutral,2,ABC News13 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,Plenty of Queensland seafood this Christmas,,NA,0,Nature.com24 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Poor maintenance blamed for mass escape of farmed kingfish,,Negative,1,FOOD Magazine - Australia24 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,Poor maintenance blamed for mass escape of farmed kingfish,,Negative,1,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,Port Hedland mayor â€˜kept mum on his Indigenous linksâ€™The Australian14 Decbookmark_bordersharemore_vert,,NA,0,ABC News1 Mar 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Port Lincoln City Council against desalination plant in Boston Bay,,NA,0,ABC News6 June 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,"Port Lincoln tuna farming outlook bright, Inquiry hears",,Positive,3,FreshPlaza.com24 May 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Powerâ€™s new passion project with an old mate,,NA,0,ABC News2 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,Powerâ€™s new passion project with an old mate,,NA,0,ABC News7 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Powerâ€™s new passion project with an old mate,,NA,0,Mirage News11 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Prawn farming plans in NT get a boost from Charles Darwin University,,Positive,3,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,Prawns star in new record-high for aquaculture production,,Positive,3,NT News17 Feb 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,Premium Australian oyster fishery returns to growth,,Positive,3,ABC News1 July 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,Primary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert,,NA,0,The Mercury27 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,Primary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert,,NA,0,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,Project pipeline taps into jobs and growth in Mackay,,NA,0,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,,Neutral,2,ABC News5 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,,Neutral,2,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Project Sea Dragon owner optimistic despite $25.8m loss,,Neutral,2,Mining Technology5 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,Project Sea Dragon reports significant progress,,Neutral,2,Geelong Advertiser18 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Project Sea Dragon reports significant progress,,Neutral,2,The Mercury18 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,Project Sea Dragon reports significant progress,,Neutral,2,The Mercury5 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,Promising plans for a new salmon farm at Circular Head: Petuna CEO Ruben Alvarez,,Positive,3,Mirage News2 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,Property: Legune Station sale paves way for massive aquaculture project,,Neutral,2,Down To Earth Magazine18 Octbookmark_bordersharemore_vert
