System,State,Sentiment_1_RAW,Headline,Sentiment_1,Sentiment_2,Metadata
Aquaculture,Northern Territory,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Huon Aquaculture opens Perth processing facility as first step west for Tasmanian seafood giant,Neutral,,ABC News23 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Victoria,2,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Huon Aquaculture takes Tasmanian Government to court over salmon farming in Macquarie Harbour,Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Huon Aquaculture talks down prospects of moving salmon farming entirely onshore in Tasmania,Neutral,,The Advocate20 June 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,"Huon Aquaculture's revenue grew, but the salmon grower still took a hit due to COVID-19",Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Victoria,1,Huon pulls plug on controversial Port Stephens kingfish farm,Negative,,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,Huon pulls plug on controversial Port Stephens kingfish farm,Negative,,The Sydney Morning Heraldbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,ICES publishes first aquaculture report,Neutral,,The Fish Site24 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Iconic Queensland fish and shellfish farm offered for sale,Positive,,The Fish Site5 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Immerse yourself in the great outdoors,NA,,Farm Weekly18 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,In photos: Land-based aquaculture promises more sustainable seafood,Positive,,Financial Times30 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,2,"In the wake of major merger, Nireus earns “Fish from Greece” certification",Neutral,,SeafoodSourcebookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Initiative launched to develop Lake Victoria's aquaculture sector,Positive,,The Fish Site19 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,2,Inland fish farming at Murray Cod Farm in New South Wales,Neutral,,Irish Farmers Journal26 Julybookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Inland fish farming at Murray Cod Farm in New South Wales,Neutral,,Irish Farmers Journal26 Julybookmark_bordersharemore_vert
Aquaculture,Queensland,2,Innovative Aquaculture Hub - Bribie Island,Neutral,,Your Neighbourhoodbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"Japan aims to boost aquaculture exports amid lagging production, declining domestic consumption",Neutral,,SeafoodSource30 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Japan targets yellowtail exports boost as competition increases abroad,Neutral,,SeafoodSource24 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,2,JBS' $425 MIllion Acquisition of Huon Aquaculture – Global Legal Chronicle,Neutral,,Global Legal Chronicle2 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,JBS boss promises no job losses if the meat processor takes over Huon Aquaculture,Neutral,,ABC News2 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,JBS counters Twiggy's animal welfare attack,Neutral,,Beef Central26 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,"JBS takeover of Huon points to maturing Aussie aquaculture industry, but risks lurk beneath",Neutral,,ABC News2 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Victoria,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,JBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert,Positive,,NAJBS's Aussie aquaculture investment provides 'platform for new global growth'Beef Central18 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Jobs of the future: The changing face of our next farmers,NA,,Courier Mail16 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Jobs of the future: The changing face of our next farmers,NA,,Courier Mail16 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Jobs of the future: The changing face of our next farmers,NA,,Courier Mail16 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Journo shines spotlight on ‘secretive’ industry,NA,,The Mercury10 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Katters propose Qld seafood label laws,NA,,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Katters propose Qld seafood label laws,NA,,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Katters propose Qld seafood label laws,NA,,The Canberra Times27 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Keeping males in fridge – future of Aquaculture,Neutral,,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Keeping males in fridge – future of Aquaculture,Neutral,,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Keeping males in fridge – future of Aquaculture,Neutral,,Mirage News8 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,"Kelly: Aquaculture safe, sustainable way to boost U.",Positive,,S. seafood productionBoston Herald26 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Kevin Mason's backyard becomes battleground for Aboriginal fishing rights,NA,,ABC News15 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Kevin Mason's backyard becomes battleground for Aboriginal fishing rights,NA,,ABC News15 Septbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,KI aquaculture expansion back on after timber port rejection,Neutral,,InDaily10 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,2,KI aquaculture expansion back on after timber port rejection,Neutral,,InDaily10 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,2,"La Nina brings unfavourable weather for oyster growers, some fear they won't meet high Christmas demand",Neutral,,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,"La Nina brings unfavourable weather for oyster growers, some fear they won't meet high Christmas demand",Neutral,,ABC News8 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Land clearing changes slash approval times by months,NA,,NT News26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Landing salmon: can Tasmania clean up the industry by bringing it onshore?,Negative,,The Guardian Australia5 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Liberia: Africa Rice Ends First-Ever Integrated Rice-Fish Farming Training in South-East Liberia,NA,,AllAfrica.com24 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Linking agriculture with fish farming can help feed the world. Here’s how,Positive,,ThePrint23 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,2,"Lockyer Valley farmers introduce aquaculture and ""pasture raised"" poultry",Neutral,,Queensland Country Life26 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Loss-making Huon is potential takeover target – Fish Farmer Magazine,Neutral,,Fish Farmer Magazine1 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,0,Mackay Whitsunday schools get $1.5m worth of upgrades,NA,,Courier Mail7 May 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,3,Mackay-Whitsunday aquaculture projects to net up to 1000 jobs,Positive,,Mirage Newsbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Macquarie Harbour recovers from rapid salmon expansion as EPA considers future sustainability,Negative,,ABC News5 Decbookmark_bordersharemore_vert
Aquaculture,Northern Territory,1,Macquarie Harbour recovers from rapid salmon expansion as EPA considers future sustainability,Negative,,ABC News5 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Major defence for WA biosecurity,NA,,Farm Weekly2 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Mandurah fine issued over illegal shellfish,NA,,Mandurah Mailbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Mangrove aquaculture to be supported by state-of-the-art environmental monitoring,Positive,,The Fish Site19 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Margaret River wineries celebrate their stunning surrounds,NA,,Gourmet Traveller30 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Marine Aquaculture Research Bill out for public comment,Neutral,,Premier of Tasmania20 Octbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Marine Aquaculture Research Bill out for public comment,Neutral,,Premier of Tasmania20 Octbookmark_bordersharemore_vert
Aquaculture,Queensland,2,MBD purchase and expand prawn and seaweed facility,Neutral,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Meat Giant JBS to Enter Fish Market With $314 Million Huon Deal,Neutral,,Bloomberg6 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - Agrifood and beverage vouchers backing regional businesses,NA,,Media Statements1 Octbookmark_bordersharemore_vert
Aquaculture,Western Australia,3,"Media statements - Albany Aquaculture Zone to boost investment, growth and jobs",Positive,,Media Statements2 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - Community support to stop new exotic pest,NA,,Media Statements22 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - Consultation underway on new marine park for the south coast,NA,,Media Statements24 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - Don't send unwanted pests in the mail this Christmas,NA,,Media Statements8 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - New chair appointed to Mid West Development Commission,NA,,Media Statements21 Decbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - New research facilities to support jobs and grow aquaculture industry,NA,,Media Statements28 Jan 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Media statements - WA's commercial fishing industry honours its champions,NA,,Media Statements13 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,Methane-busting seaweed industry begins growing in South Australia,Positive,,InDaily30 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Milking it: Behind Twiggy’s surprise bet on Aussie favourites,NA,,NT News10 days agobookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Mining company TNG scraps Darwin Harbour discharge plan after Paspaley pressure,NA,,ABC News7 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Minister gives recreational fishers a hand releasing future catches,NA,,Media Statements13 May 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,"Minister of Fisheries, Oceans and the Canadian Coast Guard Mandate Letter",NA,,Prime Minister of Canada16 Decbookmark_bordersharemore_vert
Aquaculture,Tasmania,1,Minister refuses to shed light on why two experts quit Tasmanian fish farm advisory panel,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Monsoon Aquatics wins Australian Exporter of the Year Award,NA,,ABC News26 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,More flatties stocked on the NSW South Coast,NA,,Fishing World26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,More flatties stocked on the NSW South Coast,NA,,Fishing World26 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Most Canadian aquaculture fisheries meet new U.,Neutral,,S. standard for wildlife protectionCBC.ca1 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"Most Canadians support ocean-based salmon farming, aquaculture",Neutral,,SeaWestNews18 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Most NT public servants vaccinated as deadline for staff to be stood down looms,NA,,The Mandarin16 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,MOU to support aquaculture further offshore,Neutral,,Premier of Tasmania27 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Mount Morgan Regional Community Forum tomorrow - Ministerial Media Statements,NA,,Media Statements26 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Mowi fined NOK 800000 over breach of ISA rules – Fish Farmer Magazine,Neutral,,Fish Farmer Magazine6 Septbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"Mowi Ireland gets go-ahead for Irish farming license, over NGO objections",Neutral,,SeafoodSource5 Augbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,"Mowi praised, Cooke lambasted in seafood sustainability rankings",Neutral,,The Fish Site13 Octbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Murray cod farmer raises $30 million,Neutral,,The Fish Site15 Novbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Murray cod farmer raises $30 million,Neutral,,The Fish Site15 Novbookmark_bordersharemore_vert
Aquaculture,Victoria,0,National sustainable seafood recognition for Fairy Meadow business Harley & Johns,NA,,Illawarra Mercury9 Mar 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,National sustainable seafood recognition for Fairy Meadow business Harley & Johns,NA,,Illawarra Mercury9 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Navigator a boost to sea training and jobs,NA,,Premier of Tasmania11 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,2,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,2,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,New $2.5m aquaculture facility planned for Rockhampton school,Neutral,,Courier Mail28 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,New $4.6m tree project will see Tiwi revenue soar,NA,,National Indigenous Times10 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,3,New abalone restrictions to protect South Australian industry,Positive,,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,3,New abalone restrictions to protect South Australian industry,Positive,,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,3,New abalone restrictions to protect South Australian industry,Positive,,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,3,New abalone restrictions to protect South Australian industry,Positive,,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,New abalone restrictions to protect South Australian industry,Positive,,Premier of South Australia27 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,0,New DPIRD challenge for frost researcher,NA,,Farm Weekly2 Decbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,New Fisheries Act is being drafted to regulate sector - Hawa Koomson,NA,,Myjoyonline13 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,New Huon chief reveals future of business,Neutral,,The Mercury12 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,New Huon chief reveals future of business,Neutral,,The Mercury12 Novbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,New leaders at Harvest Road,NA,,Farm Weekly20 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,New NT trepang farm targets world markets,Positive,,NT News17 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,New prawn feed trial offers sustainable alternative,Neutral,,North Queensland Register11 Novbookmark_bordersharemore_vert
Aquaculture,Queensland,0,New reef regulations coming in June,NA,,Queensland Country Life24 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,New research suggests that human food waste could be a sustainable source of aquafeed,Neutral,,The Fish Site2 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Victoria,3,"New salmon, prawn products making waves in Australia, including latest Huon range",Positive,,SeafoodSourcebookmark_bordersharemore_vert
Aquaculture,New South Wales,3,"New salmon, prawn products making waves in Australia, including latest Huon range",Positive,,SeafoodSourcebookmark_bordersharemore_vert
Aquaculture,Western Australia,0,New study reveals history of Aboriginal trade with foreign visitors before British settlement,NA,,ABC News18 Julybookmark_bordersharemore_vert
Aquaculture,Tasmania,2,New Tasmanian Seafood Processor Grant Scheme,Neutral,,Premier of Tasmania6 Augbookmark_bordersharemore_vert
Aquaculture,South Australia,3,New taste to fish farming in Australia,Positive,,InDailybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Ngāi Tahu now has scope for aquaculture farming in Murihiku,Neutral,,Stuff.co.nz5 Octbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,"Nicole Manison: The NT's new Minister for Agribusiness, Aquaculture, Mining, Industry, Trade and more",Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,0,Nine contenders in the running for $100000 F3 Challenge prize,NA,,The Fish Site10 Novbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,NLC defends new registration process for anglers in NT waters,NA,,ABC News1 Mar 2021bookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,NOAA identifies prime places for aquaculture,Neutral,,The Fish Site17 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Nominate now for Yumbah Aquaculture Kangaroo Island employment awards,Neutral,,The Islander12 May 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Northern Australia Food Futures Conference 2021,Neutral,,FreshPlaza.com24 May 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Northern Territory Seafood Council welcomes north Australia aquaculture report,Neutral,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Western Australia,2,"Northwest Aquaculture Alliance Adds Alaska Seafood Industry Veteran, Jeff Hetrick, to its Board of Directors",Neutral,,PerishableNews20 Decbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Not just for sushi: The push to farm seaweed off Queensland,Positive,,ABC Onlinebookmark_bordersharemore_vert
Aquaculture,Queensland,3,NQ freshwater aquaculture opportunity,Positive,,Queensland Country Life12 Julybookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,NQ freshwater aquaculture opportunity,Positive,,Queensland Country Life12 Julybookmark_bordersharemore_vert
Aquaculture,Victoria,0,NSW authorities slap more penalties on non-compliant fishing,NA,,The Mandarin3 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,NSW authorities slap more penalties on non-compliant fishing,NA,,The Mandarin3 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,3,NSW DPI and Huon Aquaculture plan to breathe new life into defunct Pisces fish farm off Port Stephens,Positive,,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,New South Wales,3,NSW DPI and Huon Aquaculture plan to breathe new life into defunct Pisces fish farm off Port Stephens,Positive,,Port Stephens Examinerbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,NT set to double nation's prawn production,Neutral,,The Courier26 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,NT set to double nation's prawn production7,Neutral,,NEWS.com.au26 Julybookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,NT water sustainability research to guide federal planning,NA,,The Mandarin20 Octbookmark_bordersharemore_vert
Aquaculture,South Australia,0,"Obituary - William L. Shelton, 1939-2021 - World Aquaculture Societywas.org16 Decbookmark_bordersharemore_vert",NA,,"NAObituary - William L. Shelton, 1939-2021 - World Aquaculture Societywas.org16 Decbookmark_bordersharemore_vert"
Aquaculture,Tasmania,2,"Off shore salmon farming has potential, says Senator Peter Whish-Wilson",Neutral,,The Advocate3 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Offshore aquaculture legislation reaches US Senate,Neutral,,The Fish Site29 Octbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Offshore marine aquaculture research a step closer,Neutral,,Premier of Tasmania24 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Offshore marine aquaculture research a step closer,Neutral,,Premier of Tasmania24 Novbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,Opinion : America has an opportunity in aquaculture. Congress needs to act.,Positive,,The Virginian-Pilot7 June 2021Opinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,3,"Opinion: Aquaculture is a safe, sustainable complement to the U.",Positive,,S. fishing industryAgri-Pulse11 NovOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,1,Opinion: Aquaculture still in its infant stages 18 years later,Negative,,New Era9 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Australian Capital Territory,2,Ottawa making waves with plans for an aquaculture act,Neutral,,National Observer24 Feb 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,"Oyster farming milestone for remote Aboriginal community, as 80,000 baby oysters touch down",Positive,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Oyster Harbour seasonal closure set to continue after wastewater leak,NA,,ABC News24 Augbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Pacific Reef Fisheries Guthalungra prawn farm progresses,Positive,,North Queensland Registerbookmark_bordersharemore_vert
Aquaculture,Northern Territory,0,Pacific workers fly into Darwin for mango season,NA,,NT News31 Augbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Peace in salmon war lies on the land,Neutral,,The Mercury21 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Peace in salmon war lies on the land,Neutral,,The Mercury21 AugOpinionbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Peak body launched for seaweed industry,Neutral,,Food & Drink Business11 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Peeling back the layers of food and beverage producers in the region,NA,,Government of Western Australia1 Novbookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,South Australia,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Victoria,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,New South Wales,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Plan for deep-water fish pens off Tasmania7,Neutral,,NEWS27 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,0,Plenty of Queensland seafood this Christmas,NA,,Noosa Today11 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,1,Poor maintenance blamed for mass escape of farmed kingfish,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,New South Wales,1,Poor maintenance blamed for mass escape of farmed kingfish,Negative,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Port Hedland mayor ‘kept mum on his Indigenous links’The Australian14 Decbookmark_bordersharemore_vert,NA,,NAPort Hedland mayor ‘kept mum on his Indigenous links’The Australian14 Decbookmark_bordersharemore_vert
Aquaculture,South Australia,0,Port Lincoln City Council against desalination plant in Boston Bay,NA,,Port Lincoln Times17 Novbookmark_bordersharemore_vert
Aquaculture,South Australia,3,"Port Lincoln tuna farming outlook bright, Inquiry hears",Positive,,Port Lincoln Times2 Decbookmark_bordersharemore_vert
Aquaculture,Victoria,0,Power’s new passion project with an old mate,NA,,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Power’s new passion project with an old mate,NA,,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Western Australia,0,Power’s new passion project with an old mate,NA,,Sydney Morning Herald18 Augbookmark_bordersharemore_vert
Aquaculture,Northern Territory,3,Prawn farming plans in NT get a boost from Charles Darwin University,Positive,,Katherine Times30 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,3,Prawns star in new record-high for aquaculture production,Positive,,Media Statements25 Feb 2021bookmark_bordersharemore_vert
Aquaculture,South Australia,2,Premium Australian oyster fishery returns to growth,Neutral,,The Lead South Australiabookmark_bordersharemore_vert
Aquaculture,Victoria,0,Primary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert,NA,,NAPrimary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,New South Wales,0,Primary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert,NA,,NAPrimary production and rural development -NSW Department of Planning30 Apr 2021bookmark_bordersharemore_vert
Aquaculture,Queensland,0,Project pipeline taps into jobs and growth in Mackay,NA,,Media Statements9 Septbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Project Sea Dragon managers confident major prawn farm will go ahead despite coronavirus delays,Neutral,,ABC Newsbookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Project Sea Dragon owner optimistic despite $25.8m loss,Neutral,,NT News1 Septbookmark_bordersharemore_vert
Aquaculture,Queensland,2,Project Sea Dragon reports significant progress,Neutral,,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Project Sea Dragon reports significant progress,Neutral,,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,Western Australia,2,Project Sea Dragon reports significant progress,Neutral,,The Fish Site23 May 2021bookmark_bordersharemore_vert
Aquaculture,Tasmania,2,Promising plans for a new salmon farm at Circular Head: Petuna CEO Ruben Alvarez,Neutral,,The Advocate21 June 2021bookmark_bordersharemore_vert
Aquaculture,Northern Territory,2,Property: Legune Station sale paves way for massive aquaculture project,Neutral,,Beef Centralbookmark_bordersharemore_vert
Aquaculture,Tasmania,0,Protesters demand UTAS to stay right where it is,NA,,The Mercury17 Decbookmark_bordersharemore_vert
